Chrom	Start	End	Strand	Size	Method	Cell line	Tissue	Species	Genome	Organ	Reference	Pubmed
chr8	31051919	31052081	.	162	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31064912	31065006	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31065838	31065923	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31158726	31158806	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31199453	31199541	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31242870	31242950	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31284906	31284986	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31406771	31406873	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31465494	31465574	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31507395	31507544	.	149	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31590564	31590644	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31664851	31664931	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31680405	31680529	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31720038	31720118	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31726038	31726118	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31733579	31733659	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31768000	31768080	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31881540	31881627	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31954505	31954640	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31969174	31969263	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	32122520	32122665	.	145	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	32284099	32284499	.	400	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	32538395	32538475	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	32598262	32598342	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	32662378	32662458	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	32868988	32869086	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33005766	33005933	.	167	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33175604	33175746	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33201206	33201331	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33273061	33273149	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33274601	33274681	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33302817	33302897	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33318122	33318214	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33337123	33337271	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33353883	33353997	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33356757	33356921	.	164	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33357305	33357385	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33358010	33358283	.	273	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33358383	33358463	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33358970	33359050	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33386767	33386885	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33395182	33395337	.	155	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33395417	33395497	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33400754	33400847	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33400899	33400996	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33415187	33415270	.	83	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33415342	33415433	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33456620	33456700	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33633254	33633334	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33655174	33655420	.	246	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33881143	33881223	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	33893800	33893880	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34021196	34021320	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34065156	34065277	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34133123	34133203	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34164361	34164441	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34458289	34458371	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34555814	34555894	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34567500	34567580	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34642582	34642664	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	34648890	34648970	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	35289932	35290025	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	35576452	35576532	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	35694720	35694833	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	35716726	35716806	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	35931285	35931365	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	35996611	35996707	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36076812	36076892	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36303302	36303450	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36360572	36360687	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36375094	36375237	.	143	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36394267	36394360	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36401515	36401628	.	113	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36403957	36404037	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36426005	36426108	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36426159	36426239	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36426407	36426723	.	316	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36428264	36428357	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36428876	36429090	.	214	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36430216	36430296	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36431520	36431600	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36459468	36460008	.	540	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36539148	36539254	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36546299	36546379	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	36635017	36635115	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37059590	37059686	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37174407	37174508	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37175345	37175425	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37584801	37584881	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37589269	37589384	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37861319	37861517	.	198	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37879985	37880139	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37894637	37894771	.	134	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	37906706	37906786	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38020801	38020906	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38028075	38028155	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38043827	38043907	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38044440	38044625	.	185	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38044780	38044956	.	176	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38048695	38048818	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38053369	38053511	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38054967	38055098	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38072233	38072313	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38076480	38076567	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38084687	38084767	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38106489	38106582	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38155957	38156089	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38156280	38156360	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38180311	38180420	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38216445	38216525	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38227950	38228051	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38229662	38229862	.	200	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38231797	38231877	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38298845	38298925	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38302271	38302362	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38302400	38302538	.	138	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38346760	38346840	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38381883	38381989	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	38462040	38462120	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39080583	39080663	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39115265	39115396	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39130123	39130203	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39205328	39205429	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39205470	39205550	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39219503	39219598	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39271857	39271944	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39387603	39387683	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39397184	39397296	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39416369	39416449	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39427749	39427903	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39428031	39428111	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39432177	39432257	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39435040	39435140	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39435290	39435455	.	165	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39436560	39436771	.	211	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39439157	39439573	.	416	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39454265	39454345	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39475329	39475409	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39482521	39482601	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39521017	39521097	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39525165	39525245	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39562579	39562718	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39584993	39585073	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39649581	39649661	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39672907	39672987	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39705082	39705191	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39783813	39783913	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39783970	39784073	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39784424	39784510	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39813940	39814036	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39928084	39928201	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	39930752	39930832	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40176888	40177056	.	168	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40279548	40279657	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40404378	40404458	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40467777	40467888	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40487901	40487981	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40602044	40602124	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40758737	40758817	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40784200	40784280	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40842407	40842501	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40869894	40870042	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	40928649	40928729	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41028001	41028092	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41120643	41120723	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41194011	41194091	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41198307	41198396	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41198443	41198585	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41256399	41256479	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41405423	41405567	.	144	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41430909	41431063	.	154	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41448582	41448689	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41495701	41495819	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41512689	41512873	.	184	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41513069	41513162	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41533633	41533713	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41537447	41537527	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41593913	41593993	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41596508	41596620	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41835308	41835410	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41842035	41842115	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41843115	41843319	.	204	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41854972	41855074	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41856734	41856814	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41879391	41879521	.	130	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41882101	41882181	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41896885	41896996	.	111	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41925839	41925939	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41947572	41947652	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41949389	41949480	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	41962097	41962179	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42101636	42101716	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42103964	42104073	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42114224	42114392	.	168	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42114430	42114510	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42118373	42118506	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42118768	42118880	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42137083	42137186	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42171301	42171381	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42174810	42174968	.	158	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42180553	42180633	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42204264	42204374	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42204424	42204524	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42254087	42254167	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42254485	42254587	.	102	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42255215	42255295	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42264861	42264965	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42265020	42265100	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42267125	42267233	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42278528	42278642	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42304191	42304271	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42378652	42378732	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42403561	42403641	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42429810	42429935	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42443159	42443340	.	181	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42445013	42445132	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42461301	42461460	.	159	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42469370	42469493	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42482494	42482603	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42489434	42489514	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42526318	42526398	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42527914	42528001	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42532674	42532754	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42533234	42533405	.	171	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42556789	42556920	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42591639	42591719	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42596583	42596715	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42624943	42625023	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42631433	42631521	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42642705	42642823	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42677765	42677845	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42678694	42678774	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42680850	42680930	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42685727	42685865	.	138	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42715300	42715476	.	176	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42746010	42746108	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42763801	42763979	.	178	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42786263	42786348	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42822480	42822560	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42838373	42838510	.	137	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42851828	42851908	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42859885	42859965	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42882785	42882908	.	123	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42883937	42884051	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42894986	42895073	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42916409	42916489	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42932566	42932655	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42941275	42941410	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42945592	42945753	.	161	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	42952463	42952543	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43006387	43006512	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43008149	43008253	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43078205	43078341	.	136	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43083453	43083560	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43110449	43110529	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43160191	43160348	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43162021	43162101	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43170614	43170698	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43195443	43195523	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43332766	43332956	.	190	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43333359	43333474	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43378982	43379102	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43585596	43585720	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	43792710	43792795	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	47127974	47128054	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	47385594	47385674	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	47683631	47683741	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	47761591	47761671	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	47987641	47987721	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48004516	48004616	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48040521	48040612	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48062673	48062753	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48103578	48103723	.	145	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48180941	48181021	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48189361	48189441	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48209652	48209797	.	145	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48226538	48226618	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48236208	48236332	.	124	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48243294	48243374	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48243547	48243627	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48258426	48258506	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48275989	48276087	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48319397	48319477	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	48356487	48356567	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
